,X0,X1,X2,X0_pred,X1_pred,X2_pred
4,-7.811065889091646,-2.0288655715213966,8.771134648030644,-8.221369,-2.0254486,8.710636
13,-7.4980794444883525,-3.049963374940256,9.276241549679476,-7.791965,-1.5257088,9.047126
22,-6.311328975645299,-5.7481413845656455,8.16698542763518,-7.4830604,-5.485181,7.8072653
23,-9.333967550646133,-3.1297974698937447,8.438045404443237,-9.4036875,-2.0291047,8.028987
25,-9.094264533118464,1.222654963661232,10.023271515129547,-9.293959,1.0081359,9.414715
32,-5.411715764568033,0.8326976742916383,7.265114010029851,-6.291458,0.5854915,9.513812
34,-8.2851092969923,0.7705503877546176,10.472379676152888,-8.13247,0.117180675,9.755076
36,-8.701741890019631,-2.674978955669168,7.145194830252523,-8.803801,-2.6613517,8.196771
40,-8.45144720012469,-0.9117300119213159,9.213504914652153,-8.7719965,-0.5935833,8.977116
42,-7.168370371033367,-0.44066204306857326,8.497196239270034,-8.785551,-1.2192556,9.054327
49,-8.40929988773685,-1.9981071724252102,7.754290298967812,-8.248371,-2.182263,8.732869
50,-8.634953487215201,-0.1846114641482751,8.440246631387318,-8.762266,-1.6101948,8.688488
52,-8.5942555539059,-0.9542156819838845,5.49734157802605,-9.768935,-2.0248792,7.8800597
55,-8.625821762840236,-0.8244947712640223,9.9104802514712,-8.584852,-1.2763057,8.628092
56,-7.900574893974661,-1.4524195435789353,8.823750427624583,-8.3932705,-1.620012,9.046408
60,-10.613425728889295,0.13649011967428842,9.115757405386262,-9.567662,0.6857747,9.061495
62,-8.693467789777209,1.2976328133591777,9.687140473583964,-8.853716,0.75270045,9.371459
67,-9.075482209992911,-2.6456065146647494,7.7875219945741225,-8.80966,-2.5755837,8.143646
72,-9.926410122258227,-3.182240371554147,8.168961625009327,-9.09248,-1.8722674,7.988094
80,-6.415180661882561,0.2943565562537842,9.719960231578257,-7.833672,-0.5019859,9.674135
84,-10.371915969959247,-2.614579546569584,9.036384862644184,-8.456353,-2.6414976,8.520876
85,-10.34745506574703,-1.0115090288437352,7.05735548364409,-8.601148,-1.6129851,8.545794
87,-7.392773349250675,-0.4671075402898983,10.554483726720886,-7.8969755,-1.5275257,9.207254
99,-9.135504256090314,-3.6705803518356594,10.766045867319555,-8.701294,-2.590204,8.589983
101,-8.49413085474703,-1.0587164540106144,7.606398548815696,-8.22611,-2.7504323,8.689395
104,-9.033656319152389,-1.196597854796982,8.664443244658083,-9.070028,-2.0214279,8.349707
110,-6.0896602867316965,0.5300190034080827,8.682803284743171,-7.8172817,-1.5571626,9.21126
111,-8.880152403267747,-1.9145489305706798,7.172479215376991,-9.061697,-2.2355425,8.122423
114,-9.818927535406521,-2.101125687490846,8.466661947368312,-9.342643,-2.117193,8.147963
125,-7.737214980071619,0.8770698391564284,7.3482668114714444,-8.11881,-0.05850429,8.618856
129,-9.473131795118432,-0.8531185199041559,7.821571457903232,-8.077679,-1.3853601,7.9631
131,-7.804868075262409,-0.3678986110752469,7.3106170466513145,-8.31577,-0.6793319,7.8840556
139,-13.062946405670997,-1.9984373291185369,8.985320793557962,-11.128813,-3.1442044,7.559938
146,-7.9767377190338955,0.5110366023459777,7.83651357142612,-6.5442696,0.20603777,8.493623
149,-7.713828448916548,-1.96517127040998,6.589567689965058,-8.252011,-1.428402,8.423223
152,-8.885620481667075,-1.0886691438518301,9.66680591373419,-8.194443,-0.78779334,8.440514
163,-6.295385229101048,-0.05771170668331149,10.034329040956866,-7.3059115,-0.63581806,9.030329
166,-8.141073342797377,-2.993807364321701,7.57125814536062,-7.1206365,-3.190279,8.094519
174,-8.577373190136877,-0.6497213223120288,9.015601333375315,-8.20057,-0.76655835,8.417694
177,-6.246755781442238,0.5534487239088843,9.002679977367961,-7.3436813,-1.0490522,8.993298
185,-7.644669860935982,1.2684238485993968,8.696595581183873,-7.3197737,-0.55201787,9.152445
188,-9.413304552676653,1.3786274753749874,7.349389690932568,-9.032649,-1.0624772,7.8201785
196,-7.853597920628353,-0.8483828792929964,7.9721062068996655,-7.5502534,-1.4135181,8.378862
197,-7.944110880024675,-2.544423713655953,7.553325859187614,-8.053571,-1.8989383,8.3026495
198,-7.867712445052593,0.7121990262838622,5.364602687894066,-8.592173,-0.6755847,8.235467
206,-9.563666896982696,-2.64593093561226,7.346982216392258,-8.321107,-1.1469126,8.234798
211,-9.52699859532127,-0.03935170270764532,8.505208318868247,-8.790556,-0.93045676,7.9722667
215,-7.569018042285495,-1.3260319765617457,8.605922289146958,-6.502209,-1.6048726,8.069001
216,-7.087860110341035,-2.5040545759607467,7.538868785149566,-8.158964,-0.9466382,8.374035
219,-9.721407424566952,2.3807549964857504,10.598454175368866,-8.627263,2.1231802,9.294933
227,-6.890477218339483,-2.1383185448161273,8.58540506898133,-8.552075,-1.0058894,7.703506
234,-9.694799585613765,-3.024652697608439,6.849877057638493,-8.985564,-1.1109117,7.7600207
242,-7.571448683520095,-0.32433384596290493,10.184361340845433,-7.668628,-0.53711706,8.690669
247,-7.686104978448447,-1.5833173593120577,7.5296595332366945,-8.248383,-1.1993177,8.41645
253,-8.306760962548912,-0.5941590323583867,9.176993388065549,-9.035486,-0.43410072,8.546946
261,-8.66429913184498,-1.7303863994935023,9.358762577315929,-7.6977096,-1.4314538,8.588349
266,-10.187370014081424,-0.7689431855079962,8.550864357081581,-8.185923,-0.07563391,8.525253
271,-8.063927527215496,-3.65405936671873,6.8574633235942235,-8.289941,-1.8027321,8.2733555
275,-7.460118460007468,-1.0291728830185118,8.047865637235956,-7.434319,-1.0042309,8.122009
283,-8.863474606220233,-1.2662837828159992,6.420332397903878,-8.467929,-1.5019022,8.062304
284,-7.272631198571438,-1.3552835086029291,7.9018949653440425,-8.436133,-0.6411017,8.365654
287,-8.005169240386428,-0.294741498646667,10.428523049644545,-7.478623,-1.02887,8.811312
288,-8.154211105625468,-1.5613614934079665,8.909450559470926,-7.2797093,-1.8707571,7.8350134
293,-7.454606453448135,-1.8464160836259491,6.473831408795376,-7.5662656,-1.5819373,8.321935
297,-7.988971958464484,-1.972901329061046,8.55792973773872,-6.2655864,-1.9900434,8.996524
303,-8.052874527051213,-2.0474842019452923,9.796271554297286,-6.984535,-1.9713248,8.803337
310,-5.5456774044616175,-1.4032045366626706,9.338363025996797,-6.153714,-1.7321234,7.954071
312,-10.036293565240548,-1.3821945341788773,8.83650868081426,-8.667203,-2.1704311,7.2451887
314,-9.047245474153003,-1.9990551701712738,7.880082262797228,-7.645752,-1.3235654,8.8617935
321,-6.125220322748609,-2.8705624452461462,8.833733434634595,-7.027048,-1.6713256,8.666763
324,-11.480437598439071,-4.2836438161856965,7.056819949750414,-10.410657,-5.874214,6.776652
325,-9.795580817002403,-4.490045325025719,7.03827633859188,-8.659952,-2.049675,7.3747883
334,-7.498221257632033,-2.122243998971995,8.712264875694972,-6.8557286,-2.5332203,8.454494
338,-8.24053530232196,-4.085506278760765,7.81323203535988,-8.305905,-2.2075486,7.5998144
351,-6.808699770269656,-0.8184598185333035,5.909020901456749,-7.945052,-1.7726705,7.72326
356,-8.318757929294458,-2.5253421091764774,8.27959969660993,-6.9512033,-2.393934,8.911202
360,-8.601264329122833,-0.42941777224009103,8.47245338307537,-8.719104,-1.3343947,8.7155905
363,-8.957882235056234,-1.351943613974242,9.623080689354001,-9.085256,-1.927857,8.9704275
364,-9.789351889086346,-2.142854028452134,8.77741376850865,-9.435543,-1.9514294,8.091353
366,-7.956887668634326,-2.0114139143436587,8.767667252976265,-8.863614,-1.629045,8.313389
374,-8.176909328798812,-2.6235979957816506,8.851717506054591,-8.933529,-2.5769627,8.419971
389,-7.292209954024142,-2.494771517713947,8.28713725417563,-7.790579,-2.6996388,8.504541
394,-9.377191871375047,-2.0439613786990236,7.144956922152494,-7.1743016,-0.9621487,8.552335
399,-6.330224312534915,-3.1297659310595427,9.152700565212673,-7.929709,-0.6484246,8.130481
404,-8.483444438459872,-0.5839161006830103,8.430092762855017,-8.292367,-1.7768209,7.8170066
405,-9.242357810108206,-0.16769816819829186,6.96901679525051,-9.950915,-1.3863858,7.7304597
411,-9.152583122466705,0.6973604997712839,7.681013033382268,-8.417878,-0.627392,7.807533
418,-9.07049829534199,0.8954706969431689,8.831201873931631,-8.15731,-0.51763535,7.9744287
433,-9.049383955763618,-2.157031529702617,8.090286669184756,-7.890068,-0.3997111,8.144097
444,-11.041771419443592,-1.2915695081283196,6.297176470337123,-9.572302,-0.99788684,7.082646
447,-10.250176453422732,2.206113476182944,9.56577060251589,-8.317296,1.3144772,8.641387
448,-9.688335535620023,0.9351566228477388,7.6060341106786185,-7.4189095,-0.9780218,8.434586
